Company,Title,Data,Call,Message,Telecom,AfterDataSpeed,DiscountMonth,Price
토스모바일,24개월 7GB,7GB + 1Mbps,기본제공,기본제공,LGU,1Mbps,없음,16800
토스모바일,캐시백 100GB,100GB + 5Mbps,기본제공,기본제공,LGU,5Mbps,없음,42800
토스모바일,캐시백 71GB,71GB + 3Mbps,기본제공,기본제공,LGU,3Mbps,없음,39800
토스모바일,새 휴대폰 71GB,71GB + 3Mbps,기본제공,기본제공,LGU,3Mbps,없음,29800
토스모바일,5G 라이트 250GB,250GB + 5Mbps,기본제공,기본제공,SKT,5Mbps,7개월,59800
토스모바일,5G 라이트 200GB,200GB + 5Mbps,기본제공,기본제공,SKT,5Mbps,7개월,54800
토스모바일,5G 라이트 110GB,110GB + 5Mbps,기본제공,기본제공,SKT,5Mbps,7개월,49800
토스모바일,5G 라이트 54GB,54GB + 1Mbps,기본제공,기본제공,SKT,1Mbps,7개월,45800
토스모바일,5G 라이트 24GB,24GB + 1Mbps,기본제공,기본제공,SKT,1Mbps,7개월,42800
토스모바일,캐시백 100GB,100GB + 5Mbps,기본제공,기본제공,SKT,5Mbps,7개월,53800
토스모바일,캐시백 71GB,71GB + 3Mbps,기본제공,기본제공,SKT,3Mbps,7개월,45800
토스모바일,라이트 100GB,100GB + 5Mbps,기본제공,기본제공,SKT,5Mbps,7개월,43800
토스모바일,라이트 71GB,71GB + 3Mbps,기본제공,기본제공,SKT,3Mbps,7개월,35800
토스모바일,라이트 15GB,15GB + 3Mbps,100분분,100건건,SKT,3Mbps,7개월,29800
토스모바일,라이트 10GB,10GB + 1Mbps,기본제공,기본제공,SKT,1Mbps,7개월,25800
토스모바일,라이트 7GB,7GB + 1Mbps,기본제공,기본제공,SKT,1Mbps,7개월,22800
헬로모바일,2.5GB+/무제한,  2.5GB,기본제공,기본제공,KT,400 Kbps,없음,"25,100"
헬로모바일,3GB+/무제한,  3GB,기본제공,기본제공,KT,1 Mbps,없음,"30,900"
헬로모바일,7GB+/무제한,  7GB,기본제공,기본제공,KT,1 Mbps,없음,"44,000"
헬로모바일,11GB+/무제한,  11GB,기본제공,기본제공,KT,3 Mbps,없음,"49,390"
헬로모바일,15GB+/무제한,  15GB,기본제공,기본제공,KT,3 Mbps,없음,"54,890"
헬로모바일,100GB+/무제한,  100GB,기본제공,기본제공,KT,5 Mbps,없음,"49,900"
헬로모바일,1GB/100분,  1GB,100분,50건,KT,400 Kbps,없음,"19,800"
헬로모바일,15GB/100분,  15GB,100분,100건,KT,3 Mbps,없음,"45,100"
헬로모바일,100MB/무제한,  100MB,기본제공,기본제공,KT,없음,없음,"19,800"
헬로모바일,300MB/무제한,  300MB,기본제공,기본제공,KT,없음,없음,"22,990"
헬로모바일,1GB/무제한,  1GB,기본제공,기본제공,KT,없음,없음,"26,900"
헬로모바일,1.5GB/무제한,  1.5GB,기본제공,기본제공,KT,없음,없음,"15,290"
헬로모바일,2GB/무제한,  2GB,기본제공,기본제공,KT,없음,없음,"32,890"
헬로모바일,2GB/무제한,  2GB,기본제공,기본제공,KT,없음,없음,"35,900"
헬로모바일,6GB/무제한,  6GB,기본제공,기본제공,KT,없음,없음,"40,590"
헬로모바일,0GB/0분,-,0분,0건,KT,없음,없음,"9,790"
헬로모바일,500MB/50분,  500MB,50분,0건,KT,없음,없음,"6,490"
헬로모바일,750MB/130분,  750MB,130분,기본제공,KT,없음,없음,"19,800"
헬로모바일,1GB/50분,  1GB,50분,0건,KT,없음,없음,"10,890"
헬로모바일,1.5GB/185분,  1.5GB,185분,기본제공,KT,없음,없음,"25,300"
헬로모바일,1.5GB/200분,  1.5GB,200분,200건,KT,없음,없음,"46,200"
헬로모바일,2GB/200분,  2GB,200분,100건,KT,없음,없음,"8,800"
헬로모바일,2.5GB/250분,  2.5GB,250분,250건,KT,없음,없음,"28,600"
헬로모바일,5GB/200분,  5GB,200분,100건,KT,없음,없음,"14,300"
헬로모바일,6GB/100분,  6GB,100분,100건,KT,없음,없음,"26,400"
헬로모바일,6GB/350분,  6GB,350분,350건,KT,없음,없음,"68,200"
헬로모바일,10GB/100분,  10GB,100분,100건,KT,없음,없음,"29,700"
헬로모바일,CU 1.5GB/150분,  1.5GB,150분,150건,KT,없음,없음,"9,900"
헬로모바일,CU 2GB/100분,  2GB,100분,100건,KT,없음,없음,"18,700"
헬로모바일,CU 3GB/250분,  3GB,250분,250건,KT,없음,없음,"12,900"
헬로모바일,CU 7GB/180분,  7GB,180분,100건,KT,없음,없음,"24,500"
헬로모바일,CU 10GB/100분,  10GB,100분,100건,KT,없음,없음,"29,700"
헬로모바일,CU 10GB/300분,  10GB,300분,300건,KT,없음,없음,"36,300"
헬로모바일,"750MB/34,000윙",  750MB,"34,000윙","20,000윙",KT,없음,없음,"18,700"
헬로모바일,"100MB/52,000윙",  1.5GB,"52,000윙","20,000윙",KT,없음,없음,"23,100"
헬로모바일,패드 1GB,  1GB,0분,0건,KT,없음,없음,"9,900"
헬로모바일,패드 2GB,  2GB,0분,0건,KT,없음,없음,"14,300"
헬로모바일,패드 3GB,  3GB,0분,0건,KT,없음,없음,"16,500"
헬로모바일,패드 6GB,  6GB,0분,0건,KT,없음,없음,"22,000"
헬로모바일,패드 10GB,  10GB,0분,0건,KT,없음,없음,"31,900"
헬로모바일,패드 10GB+,  10GB,0분,0건,KT,200 Kbps,없음,"15,950"
헬로모바일,패드 20GB+,  20GB,0분,0건,KT,200 Kbps,없음,"22,000"
헬로모바일,복지 1.5GB/200분,  1.5GB,200분,200건,KT,없음,없음,"20,900"
헬로모바일,500MB/50분,  500MB,50분,0건,KT,없음,없음,"6,490"
헬로모바일,1GB/50분,  1GB,50분,0건,KT,없음,없음,"10,890"
헬로모바일,1.5GB/200분,  1.5GB,200분,200건,KT,없음,없음,"23,100"
헬로모바일,2.5GB/250분,  2.5GB,250분,250건,KT,없음,없음,"28,600"
헬로모바일,6GB/350분,  6GB,350분,350건,KT,없음,없음,"34,100"
헬로모바일,1GB/무제한,  1GB,기본제공,기본제공,LGU,1 Mbps,7개월,"24,000"
헬로모바일,2.5GB/무제한,  2.5GB,기본제공,기본제공,LGU,400 Kbps,없음,"33,000"
헬로모바일,4.5GB/무제한,  4.5GB,기본제공,기본제공,LGU,1 Mbps,없음,"39,900"
헬로모바일,5GB/무제한,  5GB,기본제공,기본제공,LGU,1 Mbps,없음,"41,500"
헬로모바일,6GB/무제한,  6GB,기본제공,기본제공,LGU,1 Mbps,없음,"42,500"
헬로모바일,7GB/무제한,  7GB,기본제공,기본제공,LGU,1 Mbps,없음,"45,100"
헬로모바일,10GB/무제한,  10GB,기본제공,기본제공,LGU,1 Mbps,없음,"48,400"
헬로모바일,15GB/무제한,  15GB,기본제공,기본제공,LGU,1 Mbps,없음,"49,500"
헬로모바일,11GB/무제한,  11GB,기본제공,기본제공,LGU,3 Mbps,없음,"49,390"
헬로모바일,일5GB/무제한,일 5GB,기본제공,기본제공,LGU,5 Mbps,없음,"51,700"
헬로모바일,1GB(400K)/100분,  1GB,100분,50건,LGU,400 Kbps,없음,"19,800"
헬로모바일,1GB/100분,  1GB,100분,100건,LGU,1 Mbps,없음,"22,000"
헬로모바일,2.5GB+/200분,  2.5GB,200분,100건,LGU,1 Mbps,없음,"26,000"
헬로모바일,2.5GB+/250분,  2.5GB,250분,250건,LGU,1 Mbps,없음,"27,000"
헬로모바일,3GB+/200분,  3GB,200분,100건,LGU,400 Kbps,없음,"32,990"
헬로모바일,5GB+/100분,  5GB,100분,100건,LGU,1 Mbps,없음,"30,500"
헬로모바일,5GB+/200분,  5GB,200분,100건,LGU,1 Mbps,없음,"31,500"
헬로모바일,6GB+/200분,  6GB,200분,100건,LGU,1 Mbps,없음,"35,000"
헬로모바일,10GB+/100분,  10GB,100분,100건,LGU,1 Mbps,없음,"39,500"
헬로모바일,10GB+/200분,  10GB,200분,100건,LGU,1 Mbps,없음,"44,000"
헬로모바일,15GB+/100분,  15GB,100분,100건,LGU,3 Mbps,없음,"45,100"
헬로모바일,15GB+/180분,  15GB,180분,100건,LGU,3 Mbps,없음,"46,200"
헬로모바일,15GB+/300분,  15GB,300분,300건,LGU,3 Mbps,없음,"48,400"
헬로모바일,1.3GB/무제한,  1.3GB,기본제공,기본제공,LGU,없음,없음,"19,690"
헬로모바일,2.5GB/무제한,  2.5GB,기본제공,기본제공,LGU,없음,없음,"22,660"
헬로모바일,3.6GB/무제한,  3.6GB,기본제공,기본제공,LGU,없음,없음,"25,740"
헬로모바일,"9GB/3,000분",  9GB,"3,000분","1,000건",LGU,없음,없음,"37,400"
헬로모바일,500MB/50분,  500MB,50분,50건,LGU,없음,없음,"6,490"
헬로모바일,1GB/50분,  1GB,50분,0건,LGU,없음,없음,"10,890"
헬로모바일,1GB/100분,  1GB,100분,50건,LGU,없음,없음,"11,000"
헬로모바일,2GB/200분,  2GB,200분,150건,LGU,없음,없음,"20,130"
헬로모바일,3.5GB/150분,  3.5GB,150분,100건,LGU,없음,없음,"20,900"
헬로모바일,5GB/100분,  5GB,100분,50건,LGU,없음,없음,"22,000"
헬로모바일,5GB/200분,  5GB,200분,100건,LGU,없음,없음,"24,950"
헬로모바일,100MB/100분,  100MB,50분,100건,LGU,400 Kbps,없음,"11,880"
헬로모바일,750MB/무제한,  750MB,기본제공,기본제공,LGU,400 Kbps,없음,"27,500"
헬로모바일,1GB+/100분,  1GB,100분,100건,LGU,1 Mbps,없음,"19,000"
헬로모바일,1GB+/무제한,  1GB,기본제공,기본제공,LGU,1 Mbps,없음,"22,000"
헬로모바일,4.5GB+/무제한,  4.5GB,기본제공,기본제공,LGU,1 Mbps,없음,"37,900"
헬로모바일,2.5GB/100분,  2.5GB,100분,100건,LGU,400 Kbps,없음,"22,990"
헬로모바일,2GB/무제한,  2GB,기본제공,기본제공,LGU,400 Kbps,없음,"26,400"
헬로모바일,4GB/무제한,  4GB,기본제공,기본제공,LGU,400 Kbps,없음,"37,400"
헬로모바일,CU 1.5GB/150분,  1.5GB,150분,150건,LGU,없음,없음,"9,900"
헬로모바일,CU 2GB/100분,  2GB,100분,100건,LGU,없음,없음,"18,700"
헬로모바일,CU 3GB/250분,  3GB,250분,100건,LGU,없음,없음,"18,400"
헬로모바일,CU 7GB/180분,  7GB,180분,100건,LGU,없음,없음,"24,500"
헬로모바일,CU 10GB/100분,  10GB,100분,100건,LGU,없음,없음,"33,000"
헬로모바일,CU 10GB/180분,  10GB,180분,180건,LGU,없음,없음,"43,800"
헬로모바일,CU 5GB+/100분,  5GB,100분,100건,LGU,700 Kbps,없음,"20,900"
헬로모바일,CU 10GB+/200분,  10GB,200분,100건,LGU,1 Mbps,없음,"44,000"
헬로모바일,CU 11GB+/무제한,  11GB,기본제공,기본제공,LGU,3 Mbps,없음,"49,390"
헬로모바일,CU 15GB+/100분,  15GB,100분,100건,LGU,3 Mbps,없음,"45,100"
헬로모바일,CU 일5GB+/무제한,일 5GB,기본제공,기본제공,LGU,5 Mbps,없음,"45,900"
헬로모바일,이마트 500MB/50분,  500MB,50분,50건,LGU,400 Kbps,없음,"14,300"
헬로모바일,이마트 5GB+/200분,  5GB,200분,100건,LGU,700 Kbps,없음,"22,000"
헬로모바일,이마트 7GB/180분,  7GB,180분,100건,LGU,없음,없음,"24,500"
헬로모바일,이마트 10GB+/200분,  10GB,200분,100건,LGU,1 Mbps,없음,"44,000"
헬로모바일,이마트 11GB+/무제한,  11GB,기본제공,기본제공,LGU,3 Mbps,없음,"49,390"
헬로모바일,프레딧 1.5GB/150분,  1.5GB,150분,150건,LGU,없음,없음,"9,900"
헬로모바일,프레딧 7GB+/무제한,  7GB,기본제공,기본제공,LGU,1 Mbps,없음,"45,100"
헬로모바일,프레딧 11GB+/무제한,  11GB,기본제공,기본제공,LGU,3 Mbps,없음,"49,390"
헬로모바일,패드 10GB,  10GB,0분,0건,LGU,없음,없음,"13,200"
헬로모바일,패드 20GB,  20GB,0분,0건,LGU,없음,없음,"18,700"
헬로모바일,복지 3.5GB/150분,  3.5GB,150분,100건,LGU,없음,없음,"16,500"
헬로모바일,1.6GB/180분,  1.6GB,180분,200건,SKT,없음,없음,"23,100"
헬로모바일,2.6GB/250분,  2.6GB,250분,250건,SKT,없음,없음,"28,600"
헬로모바일,5GB/350분,  5GB,350분,350건,SKT,없음,없음,"34,100"
티플러스,완전마음껏 11GB＋＋(CU 20%할인),11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,KT,없음,6개월,"19,580"
티플러스,티플 마음껏 매일5G＋_24개월할인, 일 5GB+ 최대 5Mbps           ,기본제공,기본제공,LGU,없음,23개월,"28,600"
티플러스,티플 가성비(300분/6GB),6GB           ,300분,300건,SKT,없음,6개월,"1,490"
티플러스,완전마음껏 11GB＋＋(밀리의서재),11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,KT,없음,6개월,"19,580"
티플러스,완전마음껏 11GB＋＋(네이버페이 매월 5000P),11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,KT,없음,6개월,"21,100"
티플러스,5G 티플 5GB(5GB/300분),5GB           ,300분,100건,SKT,없음,6개월,990
티플러스,The 완전마음껏7G＋(예스24 e북)_12개월할인,7GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,11개월,"10,010"
티플러스,완전마음껏 7GB＋＋(밀리의서재),7GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"8,030"
티플러스,완전마음껏 7GB＋＋(네이버페이 매월 5000P),7GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"8,800"
티플러스,티플 위드유 7GB＋(G car)_12개월할인,7GB+ 최대 1Mbps           ,기본제공,기본제공,SKT,없음,11개월,"9,500"
티플러스,티플 위드유 11GB＋(G car)_12개월할인,11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,SKT,없음,11개월,"22,900"
티플러스,티플 가성비(300분/6GB),6GB           ,300분,300건,LGU,없음,4개월,"2,370"
티플러스,티플포유(3G/500분),3GB           ,500분,100건,LGU,없음,4개월,"1,980"
티플러스,티플포유(5G/100분),5GB           ,100분,100건,LGU,없음,4개월,"2,420"
티플러스,완전마음껏 15GB＋＋(CU 20%할인),15GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"9,570"
티플러스,The 완전마음껏15G＋_24개월할인,15GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,23개월,"14,850"
티플러스,티플 완전마음껏7G＋_24개월할인,7GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,23개월,"12,650"
티플러스,티플 완전마음껏11G＋_24개월할인,11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,LGU,없음,23개월,"24,200"
티플러스,The 완전마음껏10G＋(예스24 e북)_12개월할인,10GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,11개월,"11,550"
티플러스,The 데이터마음껏15G＋(100분)(예스24 e북)_12개월할인,15GB+ 최대 3Mbps           ,100분,100건,LGU,없음,11개월,"18,920"
티플러스,The 데이터마음껏15G＋(300분)(예스24 e북)_12개월할인,15GB+ 최대 3Mbps           ,300분,300건,LGU,없음,11개월,"20,900"
티플러스,The 완전마음껏11G＋(예스24 e북)_12개월할인,11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,LGU,없음,11개월,"25,850"
티플러스,The 마음껏 매일5G＋(예스24 e북)_12개월할인, 일 5GB+ 최대 5Mbps           ,기본제공,기본제공,LGU,없음,11개월,"31,900"
티플러스,5G 티플 8GB(8GB/300분),8GB           ,300분,100건,SKT,없음,6개월,"4,400"
티플러스,5G 티플 12GB(12GB/300분),12GB           ,300분,100건,SKT,없음,6개월,"5,900"
티플러스,5G 티플 15GB(15GB/300분),15GB           ,300분,100건,SKT,없음,6개월,"7,300"
티플러스,티플 데이터마음껏10G(100분),10GB+ 최대 1Mbps           ,100분,100건,LGU,없음,5개월,"6,500"
티플러스,티플 데이터마음껏5G(100분),5GB+ 최대 1Mbps           ,100분,100건,LGU,없음,5개월,"5,280"
티플러스,완전마음껏 10GB＋＋(밀리의서재),10GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"8,580"
티플러스,완전마음껏 15GB＋＋(밀리의서재),15GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"9,570"
티플러스,데이터마음껏 15GB＋＋(300분)(네이버페이 매월 5000P),15GB+ 최대 3Mbps           ,300분,300건,KT,없음,6개월,"17,600"
티플러스,완전마음껏 100GB＋＋(네이버페이 매월 5000P),100GB+ 최대 5Mbps           ,기본제공,기본제공,KT,없음,6개월,"27,500"
티플러스,완전마음껏 일5GB＋＋(블라이스 매월 무료), 일 5GB+ 최대 5Mbps           ,기본제공,기본제공,KT,없음,6개월,"24,530"
티플러스,티플 위드유 10GB＋(G car)_12개월할인,10GB+ 최대 1Mbps           ,기본제공,기본제공,SKT,없음,11개월,"9,900"
티플러스,티플 위드유 15GB＋(100분)(G car)_12개월할인,15GB+ 최대 3Mbps           ,100분,100건,SKT,없음,11개월,"14,900"
티플러스,티플 위드유 15GB＋(300분)(G car)_12개월할인,15GB+ 최대 3Mbps           ,300분,300건,SKT,없음,11개월,"18,500"
티플러스,티플 위드유 100GB＋(G car)_12개월할인,100GB+ 최대 5Mbps           ,기본제공,기본제공,SKT,없음,11개월,"30,500"
티플러스,티플포유(6G/500분),6GB           ,500분,100건,LGU,없음,4개월,"4,510"
티플러스,티플 10GB(10GB/100분),10GB           ,100분,100건,LGU,없음,4개월,"6,890"
티플러스,티플 8GB(8GB/300분),8GB           ,300분,100건,SKT,없음,4개월,"6,600"
티플러스,티플 12GB(12GB/300분),12GB           ,300분,100건,SKT,없음,4개월,"8,800"
티플러스,5G 티플 10GB(10GB/300분),10GB           ,300분,100건,SKT,없음,4개월,"7,700"
티플러스,The 데이터마음껏15G＋(300분),15GB+ 최대 3Mbps           ,300분,300건,LGU,없음,6개월,"19,030"
티플러스,The 완전마음껏11G＋,11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,LGU,없음,6개월,"23,100"
티플러스,The 데이터마음껏15G＋(100분),15GB+ 최대 3Mbps           ,100분,100건,LGU,없음,6개월,"17,050"
티플러스,The 마음껏 매일5G＋, 일 5GB+ 최대 5Mbps           ,기본제공,기본제공,LGU,없음,6개월,"29,700"
티플러스,티플 5GB(5GB/300분),5GB           ,300분,100건,SKT,없음,4개월,"3,300"
티플러스,티플 15GB(15GB/300분),15GB           ,300분,100건,SKT,없음,4개월,"9,900"
티플러스,The 완전마음껏7G＋,7GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,6개월,"8,800"
티플러스,The 완전마음껏10G＋,10GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,6개월,"8,800"
티플러스,완전마음껏 10GB＋,10GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"8,580"
티플러스,The 완전마음껏 15GB＋,15GB+ 최대 1Mbps           ,기본제공,기본제공,KT,없음,6개월,"9,570"
티플러스,티플 안심무한15GB,15GB+ 최대 3Mbps           ,100분,100건,KT,없음,6개월,"13,530"
티플러스,티플안심무한 300분/15G＋,15GB+ 최대 3Mbps           ,300분,300건,KT,없음,6개월,"15,590"
티플러스,완전마음껏 11GB＋＋(배달의민족 매월 5000P),11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,KT,없음,6개월,"21,100"
티플러스,완전마음껏 11GB＋＋(왓챠 베이직 매월 무료),11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,KT,없음,6개월,"21,850"
티플러스,완전마음껏 11GB＋＋(멜론 매월 6900P),11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,KT,없음,6개월,"21,700"
티플러스,완전마음껏 100GB＋＋(밀리의서재),100GB+ 최대 5Mbps           ,기본제공,기본제공,KT,없음,6개월,"24,530"
티플러스,데이터마음껏 15GB＋＋(300분)(CU 20%할인),15GB+ 최대 3Mbps           ,300분,300건,KT,없음,6개월,"15,510"
티플러스,완전마음껏 100GB＋＋(CU 20%할인),100GB+ 최대 5Mbps           ,기본제공,기본제공,KT,없음,6개월,"24,530"
티플러스,The 완전마음껏 7GB＋,7GB+ 최대 1Mbps           ,기본제공,기본제공,SKT,없음,6개월,"8,000"
티플러스,The 완전마음껏 10GB＋,10GB+ 최대 1Mbps           ,기본제공,기본제공,SKT,없음,6개월,"8,500"
티플러스,The 데이터마음껏 15GB＋(100분),15GB+ 최대 3Mbps           ,100분,100건,SKT,없음,6개월,"13,500"
티플러스,The 데이터마음껏 15GB＋(300분),15GB+ 최대 3Mbps           ,300분,300건,SKT,없음,6개월,"15,500"
티플러스,The 완전마음껏 11GB＋,11GB+ 일 2GB+ 최대 3Mbps           ,기본제공,기본제공,SKT,없음,6개월,"19,500"
티플러스,The 완전마음껏 100GB＋,100GB+ 최대 5Mbps           ,기본제공,기본제공,SKT,없음,6개월,"26,500"
티플러스,티플 데이터마음껏1G(100분),1GB+ 최대 1Mbps           ,100분,100건,LGU,없음,정보 없음,"6,600"
티플러스,티플 데이터마음껏3G(100분),3GB+ 최대 1Mbps           ,100분,100건,LGU,없음,정보 없음,"8,800"
티플러스,The 통화마음껏 1.5GB,1.5GB           ,기본제공,기본제공,SKT,없음,4개월,"12,100"
티플러스,티플 10GB(10GB/300분),10GB           ,300분,100건,SKT,없음,4개월,"7,700"
티플러스,티플 10GB(10GB/0분),10GB           ,0분,0건,SKT,없음,4개월,"6,500"
티플러스,티플 10GB(10GB/100분),10GB           ,100분,100건,SKT,없음,4개월,"7,000"
티플러스,티플 10GB(10GB/200분),10GB           ,200분,100건,SKT,없음,4개월,"7,500"
티플러스,티플 10GB(10GB/0분),10GB           ,0분,0건,LGU,없음,정보 없음,"7,500"
티플러스,티플 10GB(10GB/200분),10GB           ,200분,100건,LGU,없음,정보 없음,"8,500"
티플러스,티플 10GB(10GB/300분),10GB           ,300분,100건,LGU,없음,정보 없음,"8,990"
티플러스,The 데이터마음껏 3GB＋(200분),3GB+ 최대 1Mbps           ,200분,100건,SKT,없음,정보 없음,"17,600"
티플러스,The 데이터마음껏 5GB＋(200분),5GB+ 최대 1Mbps           ,200분,100건,SKT,없음,정보 없음,"19,800"
티플러스,티플 드림(3GB/200분),3GB           ,200분,200건,SKT,없음,정보 없음,"7,700"
티플러스,티플 드림(2GB/200분),2GB           ,200분,200건,SKT,없음,정보 없음,"6,600"
티플러스,티플 드림(2GB/100분),2GB           ,100분,100건,SKT,없음,정보 없음,"5,500"
티플러스,티플 드림(1GB/200분),1GB           ,200분,200건,SKT,없음,정보 없음,"4,950"
티플러스,티플 드림(3GB/100분),3GB           ,100분,100건,SKT,없음,정보 없음,"6,600"
티플러스,티플 드림(1GB/100분),1GB           ,100분,100건,SKT,없음,정보 없음,"3,850"
티플러스,티플포유(2G/200분),2GB           ,200분,100건,LGU,없음,정보 없음,"5,500"
티플러스,티플포유(2G/100분),2GB           ,100분,100건,LGU,없음,정보 없음,"4,400"
티플러스,티플포유(1.8G/50분),1.8GB           ,50분,50건,LGU,없음,정보 없음,"3,300"
티플러스,티플포유(1G/100분),1GB           ,100분,100건,LGU,없음,정보 없음,"3,300"
티플러스,완전마음껏 시니어2G＋,2GB+ 최대 400Kbps           ,기본제공,기본제공,KT,없음,5개월,"5,500"
티플러스,LTE 스마트데이터 10GB,10GB+ 최대 200Kbps           ,0분,0건,KT,없음,5개월,"6,560"
티플러스,LTE 스마트데이터 20GB,20GB+ 최대 200Kbps           ,0분,0건,KT,없음,5개월,"9,860"
티플러스,티플 태블릿데이터20G,20GB           ,0분,0건,LGU,없음,정보 없음,"12,100"
티플러스,티플 완전마음껏6G＋,6GB+ 최대 1Mbps           ,기본제공,기본제공,LGU,없음,정보 없음,"16,500"
티플러스,티플 데이터마음껏15G＋(100분),15GB+ 최대 3Mbps           ,100분,100건,LGU,없음,정보 없음,"27,500"
티플러스,티플 데이터마음껏15G＋(300분),15GB+ 최대 3Mbps           ,300분,300건,LGU,없음,정보 없음,"29,700"
티플러스,티플포유(3G/100분),3GB           ,100분,100건,LGU,없음,4개월,"1,760"
티플러스,우체국 티플 데이터2.5G,2.5GB           ,200분,200건,KT,없음,정보 없음,"4,000"
티플러스,우체국 티플 데이터6G,6GB           ,300분,300건,KT,없음,정보 없음,"6,000"
티플러스,우체국 티플음성200,100MB           ,200분,200건,KT,없음,정보 없음,"2,000"
티플러스,티플 10GB(10GB/100분),10GB           ,100분,100건,KT,없음,정보 없음,"7,990"
티플러스,티플 10GB(10GB/200분),10GB           ,200분,100건,KT,없음,정보 없음,"8,500"
티플러스,티플 10GB(10GB/300분),10GB           ,300분,100건,KT,없음,정보 없음,"8,990"
티플러스,티플 10GB(10GB/0분),10GB           ,0분,0건,KT,없음,정보 없음,"7,500"
티플러스,LTE 복지(200분/5GB＋),5GB+ 최대 1Mbps           ,200분,100건,LGU,없음,정보 없음,"12,320"
티플러스,LTE 복지(150분/1.5GB),1.5GB           ,150분,150건,KT,없음,정보 없음,"7,920"
티플러스,LTE베이직 1.4GB,1.4GB           ,기본제공,기본제공,KT,없음,정보 없음,"31,900"
티플러스,티플 복지(3GB/100분),3GB           ,100분,100건,SKT,없음,정보 없음,"5,280"
아이즈모바일,아이즈 (10GB/200분),10GB,200분,200건,SKT,,12개월,"8,500"
아이즈모바일,아이즈 (10GB/200분),10GB,200분,200건,SKT,,12개월,"8,500"
아이즈모바일,아이즈 100GB+,100GB,기본제공,기본제공,KT,5 Mbps,없음,"42,680"
아이즈모바일,아이즈 100GB+,100GB,기본제공,기본제공,KT,5 Mbps,없음,"42,680"
